"","LB-Glucose","Glycerol...AA-Glucose","Acetate-Glucose","Fumarate-Glucose","Glucosamine-Glucose","Glycerol-Glucose","Pyruvate-Glucose","Chemostat.µ.0.5-Glucose","Chemostat.µ.0.35-Glucose","Chemostat.µ.0.20-Glucose","Chemostat.µ.0.12-Glucose","Stationary.phase.1.day-Glucose","Stationary.phase.3.days-Glucose","Osmotic.stress.glucose-Glucose","X42.C.glucose-Glucose","pH6.glucose-Glucose","Xylose-Glucose","Mannose-Glucose","Galactose-Glucose","Succinate-Glucose","Fructose-Glucose"
"METF",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0
"GABD",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1
"NDH",1,0,-1,-1,-1,-1,0,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1
"LPOA",0,1,0,0,0,0,1,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0
"PRPD",1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"YFHM",1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
"DPS",1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,0,1,1,1,1
"EFEO",-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,0,-1
"DACC",-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
"GALU",1,1,0,0,0,1,-1,1,0,1,1,1,1,1,1,1,1,-1,1,-1,0
"KDSA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
"PRFC",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RPSD",1,1,-1,-1,0,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,1
"RPSG",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PSSA",1,0,1,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,0,1,1,1,1
"BTUB",-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
"SERA",-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,0,-1,1,1,-1,-1,-1,-1
"FBAB",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PGL",-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PURT",-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ASD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
"GABT",1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1
"GGT",0,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,1,1,1,0
"PEPQ",0,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1
"PROA",-1,-1,1,0,-1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1
"PROB",-1,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,1,-1,1,0,-1,-1,0
"MIND",1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,1,1,1,0,-1
"YAJO",-1,-1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
"CYOA",1,1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,0,-1,-1,1,1
"AGP",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"MDOG",-1,-1,-1,0,-1,0,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1
"CORC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PHOP",-1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0
"BFR",-1,-1,1,1,1,1,0,1,1,1,1,1,1,-1,0,1,-1,1,1,1,-1
"GRPE",1,1,1,1,1,1,-1,0,-1,-1,-1,1,1,1,1,1,-1,0,-1,0,0
"GLMU",1,1,0,-1,-1,1,0,1,0,0,-1,1,1,1,1,0,1,0,0,0,1
"CUSB",-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1
"RPLC",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
"ISPG",1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PNCB",-1,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1
"BGLA",0,1,0,1,1,0,1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,1,0,-1
"DEOA",1,-1,0,0,1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
"UDP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"UPP",-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
"PRS",-1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,0,0,1,1
"ARGE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,-1
"ASPA",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"DAPD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1
"HISG",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PEPD",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PEPP",1,-1,1,1,0,1,1,1,1,1,1,1,0,0,-1,-1,0,1,1,1,0
"ILVI",-1,-1,0,0,0,1,1,1,1,1,0,0,0,-1,-1,0,0,0,0,-1,0
"HISJ",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ACKA",1,1,-1,-1,-1,-1,1,-1,-1,0,1,1,1,0,0,1,1,1,1,1,1
"FUMC",1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,0,-1,1,1,1,1
"ATPG",1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0
"FDOG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YDGH",-1,-1,-1,0,1,0,1,-1,0,0,-1,-1,-1,-1,-1,1,0,0,0,0,1
"LUXS",-1,-1,1,-1,0,1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1
"YFBU",-1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"DKGA",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1
"YJGR",-1,-1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,-1
"METQ",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
"GALF",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
"MURA",1,1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RFBB",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RECA",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1
"LIGA",1,1,0,1,1,1,0,1,1,0,1,0,-1,-1,0,0,1,1,1,1,1
"SRMB",1,0,1,1,1,1,0,1,1,1,1,0,0,-1,0,0,0,1,0,0,1
"TYRR",1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,0
"MAP",0,1,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,1
"RPSE",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
"RPSF",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"MIAB",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RLUC",1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1
"TYRS",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0
"GSHA",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1
"HEML",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"UBIE",1,1,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,0,1,-1
"DXS",1,1,0,1,1,0,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,0,1,0
"GCD",1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
"MTLD",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"TKTB",-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1
"TREA",-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
"NAGE",1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,-1,0,1,1,1,1
"PURD",-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1
"PYRD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ASNA",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
"DAPB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1
"ILVA",-1,-1,-1,-1,0,-1,1,0,0,0,-1,0,-1,1,1,1,1,0,0,0,1
"TYRB",-1,-1,1,0,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1
"GLNH",-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1
"PNTA",-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1
"PNTB",-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1
"GHRB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,0,-1,-1,0
"HLDE",1,1,-1,0,-1,0,0,-1,-1,-1,-1,0,0,-1,1,-1,1,1,1,0,0
"ACRB",1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
"TOLB",-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1
"CRP",1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1
"YCEH",-1,-1,1,-1,-1,0,0,0,0,0,-1,1,1,0,0,0,0,1,1,-1,0
"YGIF",-1,0,0,0,0,0,1,1,1,1,1,-1,-1,-1,1,0,1,0,1,0,1
"YHES",1,1,0,0,0,0,0,1,0,0,0,-1,0,-1,1,-1,0,0,-1,-1,0
"FRSA",-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,1,0,0,-1,0,-1,-1
"MODA",0,1,1,1,0,1,1,1,1,1,1,0,1,-1,0,1,-1,1,1,1,1
"AHPC",-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1
"BCP",-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,0
"HSCA",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1
"SSPA",1,0,0,0,-1,0,-1,-1,-1,-1,-1,1,1,1,0,1,0,1,1,1,1
"TRXB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1
"DEGQ",-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,1,1
"DACA",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1
"SLT",-1,-1,1,1,0,1,1,0,0,0,1,1,0,0,0,-1,0,0,1,0,0
"DEAD",1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"MALT",1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,0,1,0,1,1
"NUSG",1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,0,0,0,-1,0,-1
"RPOD",1,1,0,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,-1,-1,0,0
"PRFB",1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,-1,-1,-1,0
"YCHF",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"FABH",1,1,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
"THII",1,0,-1,-1,0,-1,-1,1,0,0,-1,-1,-1,-1,1,-1,0,0,-1,0,1
"GALM",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"GPMA",1,1,1,1,1,0,-1,-1,-1,0,1,1,1,1,1,1,1,0,1,-1,-1
"TABA",-1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,0,1,1,1,1,1,1
"DEOC",1,-1,1,-1,0,-1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,1,-1,-1
"PURC",-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,0,1,1,-1,-1,-1,-1
"CODA",-1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0
"AROF",-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
"GCVT",1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"TRPA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"CARA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"LIVK",-1,-1,-1,1,1,0,-1,0,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1
"FTSA",0,0,1,0,-1,0,1,1,1,1,1,-1,-1,-1,1,0,1,0,0,0,0
"GLPA",1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0
"HSDM",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"FTSY",1,1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1
"DAMX",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,0,-1,-1
"YEEX",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1
"YICC",0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
"YBIT",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YCFP",-1,-1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"DER",0,0,0,-1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"MLAC",0,1,-1,0,1,1,0,-1,-1,-1,-1,1,1,1,1,1,-1,0,1,0,-1
"SODA",-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1
"DNAJ",1,1,0,1,1,1,0,1,1,0,-1,1,1,0,1,1,1,0,-1,0,-1
"HFLC",1,-1,-1,0,-1,1,1,-1,-1,-1,-1,0,0,-1,-1,-1,1,1,0,0,1
"YEGQ",1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,0,0
"GALE",1,1,1,1,1,0,1,0,1,1,1,0,0,0,-1,-1,-1,1,1,1,0
"GLF",1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
"CUSC",-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1
"UVRB",-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"OXYR",0,0,-1,0,0,0,1,0,1,1,0,-1,-1,-1,0,-1,0,0,1,0,1
"PURR",-1,-1,0,0,0,-1,1,1,1,1,1,-1,-1,-1,1,-1,0,-1,-1,0,0
"LYSU",1,1,-1,-1,-1,-1,-1,0,-1,-1,0,1,1,-1,1,0,0,-1,-1,-1,-1
"RPLF",1,1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1
"TGT",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"TRPS",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1
"FABF",1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"FABG",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
"FOLE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"NADC",-1,-1,0,0,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,0
"GALK",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1
"GLK",-1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"MANA",1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,-1,0,0
"PFKB",-1,-1,1,0,0,0,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1
"DHAK",-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,0,-1
"FBP",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"MGLA",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"UGPB",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,0
"AROA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1
"HISC",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1
"HISD",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
"POTD",-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1
"YDCS",1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,1,0
"GSIB",-1,-1,1,1,1,0,0,0,0,0,0,1,1,1,-1,1,-1,0,1,0,0
"PHEA",-1,-1,0,-1,0,0,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1
"ARTI",0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1
"TRPG",-1,-1,-1,-1,0,1,1,1,1,1,0,-1,-1,-1,1,-1,-1,0,-1,-1,1
"LEUB",-1,-1,1,1,0,1,-1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1
"GPR",1,0,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,1,1,1
"PRR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,1,1,1,0
"ACUI",-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"DCRB",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,-1,-1
"YDCL",-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,1,1,0
"GMHA",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"COAB",1,0,1,0,1,0,1,1,1,1,1,-1,1,-1,1,0,0,0,0,0,0
"WZZB",0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,0,-1,0,1,0
"USPE",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,0
"OMPR",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"YBEZ",1,0,0,-1,-1,0,-1,1,0,0,0,1,1,0,0,1,0,-1,0,-1,0
"YGAU",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WRBA",-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"MNME",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1
"RLMN",1,1,0,0,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1
"PPK",0,-1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1
"CYSA",-1,-1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,0,1,0,0,1,1
"FKPA",1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
"HSLO",1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
"SUFD",-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0
"MURE",0,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,-1,-1,-1
"FLU",0,1,1,-1,1,0,0,-1,0,0,1,1,1,1,1,1,0,1,1,-1,1
"CYSS",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,0,1,-1,0,-1,0
"FRR",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1
"INFC",1,1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1
"RPSH",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
"SELB",0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0
"FABD",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"HEMX",1,1,0,1,0,1,1,-1,0,0,0,0,1,1,-1,-1,0,1,1,1,0
"PANB",-1,-1,1,1,-1,-1,0,1,1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"PANC",-1,-1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,-1,1,0,0
"GSHB",-1,0,1,0,-1,0,0,-1,0,0,1,-1,-1,0,-1,0,1,0,1,0,0
"CRR",-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1
"GLGC",0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
"UXUA",1,1,1,1,1,1,0,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,1,0
"ARAF",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"FRUB",1,0,-1,-1,1,0,-1,0,0,0,0,1,1,1,1,0,0,0,0,-1,1
"GATC",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1
"AMN",-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"GUAC",-1,-1,-1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,0
"PURF",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"USHA",-1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,-1
"ARGB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"AROD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,-1,-1
"AVTA",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
"METB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"METC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"SELD",1,1,1,1,0,0,1,1,1,0,0,-1,-1,1,1,1,1,1,-1,0,-1
"CYSD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
"CYSH",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ARGA",-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"HISB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"POXB",-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"GLPQ",1,1,0,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
"ATPH",1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1
"FRMA",1,1,1,1,-1,1,1,0,0,0,0,-1,-1,0,-1,1,-1,1,1,0,-1
"NFNB",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1
"RMLA",1,1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
"DKSA",1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,0
"PROQ",1,1,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,1
"ARCA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"RELA",0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
"USPF",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1
"USPG",1,-1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,-1
