"","LB-Glucose","Glycerol...AA-Glucose","Acetate-Glucose","Fumarate-Glucose","Glucosamine-Glucose","Glycerol-Glucose","Pyruvate-Glucose","Chemostat.µ.0.5-Glucose","Chemostat.µ.0.35-Glucose","Chemostat.µ.0.20-Glucose","Chemostat.µ.0.12-Glucose","Stationary.phase.1.day-Glucose","Stationary.phase.3.days-Glucose","Osmotic.stress.glucose-Glucose","X42.C.glucose-Glucose","pH6.glucose-Glucose","Xylose-Glucose","Mannose-Glucose","Galactose-Glucose","Succinate-Glucose","Fructose-Glucose"
"YAFJ",-1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0
"YCDY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YDEJ",0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0
"YDGJ",-1,-1,1,1,1,1,1,0,0,1,1,-1,1,1,-1,1,1,1,1,1,1
"YEDP",0,-1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0
"YHBS",1,0,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,0,1,1,0,0
"CSDE",-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0
"GLOB",-1,-1,1,1,0,0,0,0,1,1,1,0,0,0,-1,-1,-1,1,1,1,-1
"YTFJ",1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,1,0,1,0
"PNCC",0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
"YECD",1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"YDII",-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,0,0,-1,-1,0
"YIGI",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"CUTC",0,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,0,-1
"MODC",0,0,0,0,0,0,1,1,1,1,1,0,0,-1,0,0,0,0,0,0,0
"YCHN",-1,0,1,1,-1,-1,1,0,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
"TRKA",1,0,1,0,0,0,0,1,1,1,1,1,1,-1,1,-1,0,0,0,0,0
"ZUR ",1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,0,0,1,1,1,1
"DSBG",0,0,-1,0,0,0,-1,-1,-1,-1,-1,1,1,1,0,1,0,0,0,0,0
"HTPX",-1,0,-1,0,0,0,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0
"IBPB",1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,0,0,0,0,0
"FKPB",1,1,1,1,1,1,1,0,0,0,-1,-1,-1,0,-1,-1,-1,1,1,1,1
"RADA",0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,1,0,1,0,0,0,1
"TSAB",1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"LPXC",-1,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,-1,0,0,1,0,-1
"MREC",0,0,0,0,0,1,0,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
"MSCL",-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,-1,0
"MURI",1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
"RLPA",1,1,0,-1,0,0,1,0,-1,-1,-1,0,1,0,1,1,1,1,0,1,1
"YEAY",0,-1,0,0,0,0,1,-1,0,1,1,1,1,1,1,1,0,0,1,0,0
"LPTE",-1,0,-1,-1,0,-1,0,-1,-1,0,0,1,1,1,1,1,0,0,1,-1,0
"YTFB",-1,0,1,0,1,1,1,0,0,1,1,1,-1,1,0,1,0,0,1,-1,0
"QORB",-1,-1,0,-1,0,0,-1,0,-1,0,0,-1,-1,0,-1,1,-1,0,0,0,0
"TAMA",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"DINJ",0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"HUPB",1,1,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
"MUTL",0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
"UVRD",1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"XSEB",0,-1,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,1,-1,0,1,1,-1
"NUDF",0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,1,1,0,0
"RHLE",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"NUDK",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,0
"CSPC",1,1,0,1,1,0,-1,0,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1
"CSPD",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1
"CSPE",1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
"GLCC",1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
"LRHA",1,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,1
"NANR",1,-1,0,0,1,0,0,-1,-1,-1,-1,1,1,1,1,0,0,1,0,0,0
"NIKR",-1,-1,-1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"PAAX",1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
"PDHR",-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0
"YEIE",0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"AGAR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0
"YIHW",1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,0,0,0,1,1,1,0
"CCA",0,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,0,0,-1,0,0,-1
"INFA",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,-1
"PRFA",0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RNA",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
"RPLT",1,1,-1,-1,1,0,-1,1,1,1,1,-1,1,-1,1,0,1,-1,-1,0,1
"RPLW",1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,1,0,1,-1,-1,0,1
"RPMA",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1
"RPMC",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
"RPMF",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
"RPMG",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"RPSN",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1
"RPSO",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1
"RPSQ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
"HPF",-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1
"RLUB",1,1,0,0,0,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0
"RSMB",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1
"TRMH",1,1,0,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YOAB",-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,1,0,1
"ISPD",1,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,-1,-1,-1
"TESB",-1,-1,1,0,-1,0,1,-1,-1,0,0,1,1,1,0,0,1,0,0,0,0
"ACPP",1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1
"ISPH",1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"CLSA",0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
"MOG",1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PDXK",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"UBIC",1,1,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1
"BIRA",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
"RRAA",-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,1,1,1,1,1,1,0,1,-1,-1
"UBII",1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"FUCI",1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"GLPF",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"NANE",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
"SRLB",1,1,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0
"DIAA",-1,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"GLGB",0,0,0,0,0,0,1,0,0,0,1,0,1,-1,1,1,1,0,1,0,0
"MELA",0,-1,1,1,0,0,0,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,1,-1
"NAGZ",0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,0,0
"UGPC",0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,-1,-1,1,1,1,0
"XYLG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CODB",-1,-1,-1,0,0,0,0,1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,1
"PURN",-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1
"THYA",1,1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"NRDF",0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,-1,0,-1,-1
"ARGF",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"AROL",-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"GCVR",-1,-1,0,-1,1,0,1,0,-1,0,1,0,-1,1,-1,1,1,0,0,0,1
"GLPB",1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
"PEPE",1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,1,-1
"SDAC",1,1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"SERB",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"SSTT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"PUTP",1,1,0,1,1,0,1,1,1,1,1,0,0,-1,0,-1,0,1,0,1,-1
"ARTP",0,1,0,1,0,0,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1
"EUTB",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0
"GLNP",0,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,0,0,1,1,1,1
"GMHB",-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,0,-1,0
"MMUM",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,-1,-1,0,-1,-1
"PATA",-1,1,1,1,0,1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0
"POTG",-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,1,1,1,1
"YECC",-1,-1,0,0,1,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,1
"MINC",-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0
"ZIPA",0,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"FEAB",0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
"NARG",1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0
"TAS",-1,-1,0,-1,0,0,-1,-1,-1,-1,0,1,1,0,0,1,-1,-1,0,-1,-1
"UGPQ",-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"YCCX",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"NFSA",1,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YHBW",0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"AROM",-1,1,1,1,0,0,0,0,1,1,1,1,-1,0,-1,0,0,1,1,0,0
"HDEB",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"MSYB",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"YAEP",1,0,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,-1
"YAHO",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1
"YAIA",-1,-1,1,1,1,1,0,-1,1,1,1,1,1,1,0,1,0,1,1,1,0
"YCCJ",1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,0,-1,1,-1,-1
"YCEB",0,0,0,0,-1,-1,0,0,1,1,1,1,1,1,0,0,1,-1,-1,-1,-1
"YDHR",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
"YFCL",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YICH",1,-1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
"YMJA",-1,-1,1,1,0,0,1,0,0,0,0,0,0,1,-1,1,1,0,1,1,0
"GPPA",-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1
"GLSA",-1,-1,1,-1,0,-1,-1,0,-1,-1,0,1,1,1,1,1,1,0,0,0,0
"MLC",1,0,1,1,1,0,1,1,1,1,1,0,0,-1,0,0,-1,1,0,0,0
"MSBB",1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,-1
"LPOB",-1,-1,1,0,1,1,0,0,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1
"TRMB",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,-1,0,-1,0
"AMPC",0,1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1
"HSDS",1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,0,-1,0,0
"LDCA",-1,-1,0,0,0,0,0,-1,0,0,0,-1,0,1,0,0,1,0,0,0,0
"SECG",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,0
"TATC",1,1,0,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1
"SECE",1,1,-1,1,1,1,0,1,1,1,0,-1,-1,-1,0,-1,0,0,-1,0,1
"ACEK",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
"CSRA",-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
"YEDV",-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"HDED",0,-1,1,0,0,-1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"YBIX",-1,0,0,0,0,0,0,0,-1,-1,0,1,1,1,0,1,1,0,0,1,1
"YCAR",-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,1,1
"YFCZ",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,1,1
"YGFB",-1,1,0,0,-1,-1,0,-1,-1,-1,-1,1,1,1,0,1,-1,0,-1,-1,-1
"YGGL",1,0,-1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"YGIB",0,1,1,1,0,1,0,1,1,1,1,0,-1,1,0,1,1,0,1,0,-1
"YHEO",0,-1,1,-1,-1,0,0,0,1,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1
"YIDB",-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"YIGP",1,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,-1,0
"FRMR",0,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,0,1,1,1,0,-1,0,0,-1
"MRAZ",-1,-1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-1,1,-1,-1
"RLMH",1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1
"RSME",-1,1,0,0,0,0,0,-1,-1,-1,-1,1,-1,0,0,0,1,-1,1,0,0
"YIIS",-1,-1,1,0,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"RATB",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,0,1
"ADHP",0,0,1,0,0,0,0,0,0,1,1,-1,-1,0,-1,0,-1,0,-1,-1,-1
"DCUA",1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,0,-1,1,1,0,0,1
"ERA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"SGCQ",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"YBIV",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,-1,-1,-1,0
"YEIG",-1,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,0,1,1,1,1
"YFAY",0,-1,0,-1,0,-1,-1,0,0,0,1,0,0,-1,-1,0,0,-1,0,-1,0
"YIDQ",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
"CPDA",-1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"GSIA",-1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
"KDSC",1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1
"LPTF",0,0,1,0,1,0,0,1,1,1,1,-1,1,0,0,0,1,0,1,0,1
"LPTG",1,0,-1,0,0,0,0,1,1,1,1,0,0,-1,0,-1,1,1,1,1,1
"MLAB",1,1,-1,-1,-1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"PAAY",0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1
"YBHL",0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0
"YEGH",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,-1,0,0
"ADEP",-1,-1,0,0,0,0,1,1,1,0,1,0,-1,0,-1,-1,-1,0,-1,-1,0
"FTSP",0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,1,0,1
"MLAF",0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,-1
"PSUG",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
"YBBP",0,-1,1,0,0,0,1,0,1,1,1,0,0,0,0,-1,0,0,0,-1,0
"YOJI",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"FECA",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"PSPE",1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,0,0,1,1,1,1
"FEPB",-1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,-1,-1,-1,0
"KCH",0,1,0,0,0,0,-1,0,0,-1,-1,1,1,1,1,1,1,1,0,1,1
"KEFC",0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"TAUA",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"YFFB",1,1,0,0,-1,0,-1,0,0,0,0,1,1,1,0,1,0,0,-1,1,1
"YFGD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,0
"YNCD",1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"YGAP",1,0,0,1,-1,0,1,0,1,1,1,-1,-1,-1,-1,-1,0,1,1,1,1
"YJBB",0,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,-1,0,0,-1,0,0
"YNJE",0,1,1,1,1,0,1,1,1,1,1,0,0,-1,-1,0,0,1,1,1,0
"NIRD",1,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,-1
"HYPE",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"YEGD",1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"HSLV",1,1,0,0,1,0,-1,-1,0,-1,-1,1,1,1,1,1,1,1,0,0,0
"FLIG",0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"YIFL",-1,1,0,1,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,1,1
"CHEW",1,1,0,1,1,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0
"TSR",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"AMIA",0,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,-1,0,1
"BLC",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
"LPXD",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,-1,0,-1
"MLTA",0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,1,0,0,1,1,1,1,0
"MURB",0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1
"MURD",0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0
"PLDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFBC",1,1,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1
"RFFA",1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0
"WAAA",0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0
"NLPE",1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
"DCM",0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0
"DNAG",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
"RECR",1,1,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,-1,0,-1,0,-1,0,0
"REP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAE",1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
"DNAX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"YQGF",1,0,0,0,0,0,0,0,0,-1,-1,1,0,1,1,0,0,0,0,0,0
"YJJV",0,0,0,0,0,0,-1,-1,-1,0,0,1,1,1,0,1,0,0,0,-1,-1
"CSPA",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RNK",1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0
"TRPR",-1,-1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0
"YDCI",1,1,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1
"YQJI",0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,1,1,-1,0,0,-1,0,0
"YCIT",0,-1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0
"DGOR",0,0,1,1,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1
"SLMA",0,1,-1,-1,0,-1,0,-1,-1,-1,-1,1,0,1,1,0,-1,0,0,0,-1
"PRLF",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
"RPSR",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"TRMA",0,0,0,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,0
"RIML",-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
"RLME",1,1,0,0,0,0,0,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0
"TRMJ",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0
"PLSC",1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1
"COAE",-1,1,1,0,-1,-1,0,0,0,0,0,0,1,1,-1,0,0,-1,-1,-1,-1
"COBT",-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"LPLA",1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
"MENC",1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,-1,-1,0
"PAND",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"PDXY",1,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,-1,0,0
"UBIX",-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0
"UBIF",0,0,0,0,0,0,0,1,0,1,1,-1,0,-1,0,0,0,0,0,0,0
"CMOB",1,1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0
"CYSG",0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1
